,,,HEALTHY,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,INFECTED_SYMPTOMS_MILD,INFECTED_SYMPTOMS_SEVERE_ICpossible,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,INFECTED_SYMPTOMS_SEVERE_QUEUE,CURED,DEAD
10,Age_50_59,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0,0,0
10,Age_50_59,CURED,0,0,0,0,0,0,0,4064,0
10,Age_50_59,DEAD,0,0,0,0,0,0,0,0,0
10,Age_60_69,HEALTHY,2081608,582,0,0,0,0,0,0,0
10,Age_60_69,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0,2827,255,0,0,0,0,102,0
10,Age_60_69,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0,0,497,102,0,0,0,115,0
10,Age_60_69,INFECTED_SYMPTOMS_MILD,0,0,0,762,0,0,0,65,0
10,Age_60_69,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,6,0,0,0,0
10,Age_60_69,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0,0,0,0
10,Age_60_69,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0,0,0
10,Age_60_69,CURED,0,0,0,0,0,0,0,2992,0
10,Age_60_69,DEAD,0,0,0,0,0,0,0,0,0
10,Age_70_79,HEALTHY,1517236,280,0,0,0,0,0,0,0
10,Age_70_79,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0,1479,132,0,0,0,0,35,0
10,Age_70_79,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0,0,297,68,0,0,0,62,0
10,Age_70_79,INFECTED_SYMPTOMS_MILD,0,0,0,499,2,0,0,26,0
10,Age_70_79,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,5,0,0,1,0
10,Age_70_79,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,10,0,0,1
10,Age_70_79,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0,0,0
10,Age_70_79,CURED,0,0,0,0,0,0,0,1973,0
10,Age_70_79,DEAD,0,0,0,0,0,0,0,0,4
10,Age_80_150,HEALTHY,796356,129,0,0,0,0,0,0,0
10,Age_80_150,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0,761,72,0,0,0,0,27,0
10,Age_80_150,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0,0,114,37,0,0,0,25,0
10,Age_80_150,INFECTED_SYMPTOMS_MILD,0,0,0,243,0,1,0,15,0
10,Age_80_150,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,0,0,0,0,0
10,Age_80_150,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,20,0,0,2
10,Age_80_150,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0,0,0
10,Age_80_150,CURED,0,0,0,0,0,0,0,1007,0
10,Age_80_150,DEAD,0,0,0,0,0,0,0,0,11
11,Age_0_9,HEALTHY,1768046,1843,0,0,0,0,0,0,0
11,Age_0_9,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0,6411,622,0,0,0,0,237,0
11,Age_0_9,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0,0,950,229,0,0,0,199,0
11,Age_0_9,INFECTED_SYMPTOMS_MILD,0,0,0,1056,0,0,0,81,0
11,Age_0_9,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,0,0,0,0,0
11,Age_0_9,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0,0,0,0
11,Age_0_9,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0,0,0
11,Age_0_9,CURED,0,0,0,0,0,0,0,3830,0
11,Age_0_9,DEAD,0,0,0,0,0,0,0,0,0
11,Age_10_19,HEALTHY,1995389,1381,0,0,0,0,0,0,0
11,Age_10_19,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0,4989,504,0,0,0,0,190,0
11,Age_10_19,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0,0,712,192,0,0,0,197,0
11,Age_10_19,INFECTED_SYMPTOMS_MILD,0,0,0,985,0,0,0,76,0
11,Age_10_19,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,0,0,0,0,0
11,Age_10_19,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0,0,0,0
11,Age_10_19,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0,0,0
11,Age_10_19,CURED,0,0,0,0,0,0,0,3719,0
11,Age_10_19,DEAD,0,0,0,0,0,0,0,0,0
11,Age_20_29,HEALTHY,2187426,1433,0,0,0,0,0,0,0
11,Age_20_29,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0,5691,534,0,0,0,0,218,0
11,Age_20_29,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0,0,804,240,0,0,0,198,0
11,Age_20_29,INFECTED_SYMPTOMS_MILD,0,0,0,1114,0,0,0,84,0
11,Age_20_29,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,0,0,0,0,0
11,Age_20_29,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0,0,0,0
11,Age_20_29,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0,0,0
11,Age_20_29,CURED,0,0,0,0,0,0,0,4046,0
11,Age_20_29,DEAD,0,0,0,0,0,0,0,0,0
11,Age_30_39,HEALTHY,2094112,1394,0,0,0,0,0,0,0
11,Age_30_39,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0,5587,549,0,0,0,0,209,0
11,Age_30_39,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0,0,802,217,0,0,0,195,0
11,Age_30_39,INFECTED_SYMPTOMS_MILD,0,0,0,1057,0,0,0,93,0
11,Age_30_39,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,1,0,0,0,0
11,Age_30_39,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0,0,0,0
11,Age_30_39,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0,0,0
11,Age_30_39,CURED,0,0,0,0,0,0,0,3983,0
11,Age_30_39,DEAD,0,0,0,0,0,0,0,0,0
11,Age_40_49,HEALTHY,2246952,1381,0,0,0,0,0,0,0
11,Age_40_49,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0,5438,531,0,0,0,0,203,0
11,Age_40_49,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0,0,781,195,0,0,0,203,0
11,Age_40_49,INFECTED_SYMPTOMS_MILD,0,0,0,1166,0,0,0,89,0
11,Age_40_49,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,0,0,0,0,0
11,Age_40_49,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0,0,0,0
11,Age_40_49,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0,0,0
11,Age_40_49,CURED,0,0,0,0,0,0,0,4168,0
11,Age_40_49,DEAD,0,0,0,0,0,0,0,0,0
11,Age_50_59,HEALTHY,2493131,1422,0,0,0,0,0,0,0
11,Age_50_59,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0,5945,549,0,0,0,0,209,0
11,Age_50_59,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0,0,856,224,0,0,0,224,0
11,Age_50_59,INFECTED_SYMPTOMS_MILD,0,0,0,1233,1,0,0,67,0
11,Age_50_59,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,2,0,0,0,0
11,Age_50_59,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0,0,0,0
11,Age_50_59,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0,0,0
11,Age_50_59,CURED,0,0,0,0,0,0,0,4525,0
11,Age_50_59,DEAD,0,0,0,0,0,0,0,0,0
11,Age_60_69,HEALTHY,2080909,699,0,0,0,0,0,0,0
11,Age_60_69,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0,3010,282,0,0,0,0,117,0
11,Age_60_69,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0,0,508,131,0,0,0,113,0
11,Age_60_69,INFECTED_SYMPTOMS_MILD,0,0,0,802,1,0,0,61,0
11,Age_60_69,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,6,0,0,0,0
11,Age_60_69,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0,0,0,0
11,Age_60_69,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0,0,0
11,Age_60_69,CURED,0,0,0,0,0,0,0,3274,0
11,Age_60_69,DEAD,0,0,0,0,0,0,0,0,0
11,Age_70_79,HEALTHY,1516912,324,0,0,0,0,0,0,0
11,Age_70_79,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0,1548,153,0,0,0,0,58,0
11,Age_70_79,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0,0,276,73,0,0,0,80,0
11,Age_70_79,INFECTED_SYMPTOMS_MILD,0,0,0,518,1,0,0,48,0
11,Age_70_79,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,6,0,0,0,1
11,Age_70_79,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,10,0,0,0
11,Age_70_79,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0,0,0
11,Age_70_79,CURED,0,0,0,0,0,0,0,2097,0
11,Age_70_79,DEAD,0,0,0,0,0,0,0,0,5
11,Age_80_150,HEALTHY,796219,137,0,0,0,0,0,0,0
11,Age_80_150,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0,797,66,0,0,0,0,27,0
11,Age_80_150,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0,0,115,39,0,0,0,32,0
11,Age_80_150,INFECTED_SYMPTOMS_MILD,0,0,0,264,0,5,0,11,0
11,Age_80_150,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,0,0,0,0,0
11,Age_80_150,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,19,0,0,2
11,Age_80_150,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0,0,0
11,Age_80_150,CURED,0,0,0,0,0,0,0,1074,0
11,Age_80_150,DEAD,0,0,0,0,0,0,0,0,13
12,Age_0_9,HEALTHY,1765948,2098,0,0,0,0,0,0,0
12,Age_0_9,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0,7284,698,0,0,0,0,272,0
12,Age_0_9,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0,0,1061,262,0,0,0,249,0
12,Age_0_9,INFECTED_SYMPTOMS_MILD,0,0,0,1192,0,0,0,93,0
12,Age_0_9,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,0,0,0,0,0
12,Age_0_9,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0,0,0,0
12,Age_0_9,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0,0,0
12,Age_0_9,CURED,0,0,0,0,0,0,0,4347,0
12,Age_0_9,DEAD,0,0,0,0,0,0,0,0,0
12,Age_10_19,HEALTHY,1993837,1552,0,0,0,0,0,0,0
12,Age_10_19,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0,5633,538,0,0,0,0,199,0
12,Age_10_19,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0,0,811,201,0,0,0,204,0
12,Age_10_19,INFECTED_SYMPTOMS_MILD,0,0,0,1102,0,0,0,75,0
12,Age_10_19,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,0,0,0,0,0
12,Age_10_19,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0,0,0,0
12,Age_10_19,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0,0,0
12,Age_10_19,CURED,0,0,0,0,0,0,0,4182,0
12,Age_10_19,DEAD,0,0,0,0,0,0,0,0,0
12,Age_20_29,HEALTHY,2185852,1574,0,0,0,0,0,0,0
12,Age_20_29,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0,6264,642,0,0,0,0,218,0
12,Age_20_29,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0,0,867,232,0,0,0,239,0
12,Age_20_29,INFECTED_SYMPTOMS_MILD,0,0,0,1255,0,0,0,99,0
12,Age_20_29,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,0,0,0,0,0
12,Age_20_29,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0,0,0,0
12,Age_20_29,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0,0,0
12,Age_20_29,CURED,0,0,0,0,0,0,0,4546,0
12,Age_20_29,DEAD,0,0,0,0,0,0,0,0,0
12,Age_30_39,HEALTHY,2092499,1613,0,0,0,0,0,0,0
12,Age_30_39,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0,6166,599,0,0,0,0,216,0
12,Age_30_39,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0,0,873,243,0,0,0,235,0
12,Age_30_39,INFECTED_SYMPTOMS_MILD,0,0,0,1190,0,0,0,84,0
12,Age_30_39,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,1,0,0,0,0
12,Age_30_39,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0,0,0,0
12,Age_30_39,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0,0,0
12,Age_30_39,CURED,0,0,0,0,0,0,0,4480,0
12,Age_30_39,DEAD,0,0,0,0,0,0,0,0,0
12,Age_40_49,HEALTHY,2245529,1423,0,0,0,0,0,0,0
12,Age_40_49,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0,5985,629,0,0,0,0,205,0
12,Age_40_49,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0,0,831,232,0,0,0,249,0
12,Age_40_49,INFECTED_SYMPTOMS_MILD,0,0,0,1255,0,0,0,106,0
12,Age_40_49,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,0,0,0,0,0
12,Age_40_49,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0,0,0,0
12,Age_40_49,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0,0,0
12,Age_40_49,CURED,0,0,0,0,0,0,0,4663,0
12,Age_40_49,DEAD,0,0,0,0,0,0,0,0,0
12,Age_50_59,HEALTHY,2491551,1580,0,0,0,0,0,0,0
12,Age_50_59,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0,6511,605,0,0,0,0,251,0
12,Age_50_59,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0,0,904,261,0,0,0,240,0
12,Age_50_59,INFECTED_SYMPTOMS_MILD,0,0,0,1354,0,0,0,103,0
12,Age_50_59,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,3,0,0,0,0
12,Age_50_59,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0,0,0,0
12,Age_50_59,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0,0,0
12,Age_50_59,CURED,0,0,0,0,0,0,0,5025,0
12,Age_50_59,DEAD,0,0,0,0,0,0,0,0,0
12,Age_60_69,HEALTHY,2080183,726,0,0,0,0,0,0,0
12,Age_60_69,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0,3282,326,0,0,0,0,101,0
12,Age_60_69,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0,0,535,127,0,0,0,128,0
12,Age_60_69,INFECTED_SYMPTOMS_MILD,0,0,0,866,0,0,0,67,0
12,Age_60_69,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,7,0,0,0,0
12,Age_60_69,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0,0,0,0
12,Age_60_69,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0,0,0
12,Age_60_69,CURED,0,0,0,0,0,0,0,3565,0
12,Age_60_69,DEAD,0,0,0,0,0,0,0,0,0
12,Age_70_79,HEALTHY,1516599,313,0,0,0,0,0,0,0
12,Age_70_79,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0,1646,165,0,0,0,0,61,0
12,Age_70_79,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0,0,287,78,0,0,0,64,0
12,Age_70_79,INFECTED_SYMPTOMS_MILD,0,0,0,549,2,1,0,39,0
12,Age_70_79,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,6,0,0,0,1
12,Age_70_79,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,8,0,0,2
12,Age_70_79,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0,0,0
12,Age_70_79,CURED,0,0,0,0,0,0,0,2283,0
12,Age_70_79,DEAD,0,0,0,0,0,0,0,0,6
12,Age_80_150,HEALTHY,796048,171,0,0,0,0,0,0,0
12,Age_80_150,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0,824,76,0,0,0,0,34,0
12,Age_80_150,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0,0,126,25,0,0,0,30,0
12,Age_80_150,INFECTED_SYMPTOMS_MILD,0,0,0,284,0,6,0,13,0
12,Age_80_150,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,0,0,0,0,0
12,Age_80_150,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,22,0,0,2
12,Age_80_150,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0,0,0
12,Age_80_150,CURED,0,0,0,0,0,0,0,1144,0
12,Age_80_150,DEAD,0,0,0,0,0,0,0,0,15
13,Age_0_9,HEALTHY,1763667,2281,0,0,0,0,0,0,0
13,Age_0_9,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0,8267,814,0,0,0,0,301,0
13,Age_0_9,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0,0,1182,295,0,0,0,282,0
13,Age_0_9,INFECTED_SYMPTOMS_MILD,0,0,0,1336,0,0,0,118,0
13,Age_0_9,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,0,0,0,0,0
13,Age_0_9,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0,0,0,0
13,Age_0_9,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0,0,0
13,Age_0_9,CURED,0,0,0,0,0,0,0,4961,0
13,Age_0_9,DEAD,0,0,0,0,0,0,0,0,0
13,Age_10_19,HEALTHY,1992152,1685,0,0,0,0,0,0,0
13,Age_10_19,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0,6343,609,0,0,0,0,233,0
13,Age_10_19,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0,0,902,218,0,0,0,229,0
13,Age_10_19,INFECTED_SYMPTOMS_MILD,0,0,0,1221,0,0,0,82,0
13,Age_10_19,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,0,0,0,0,0
13,Age_10_19,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0,0,0,0
13,Age_10_19,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0,0,0
13,Age_10_19,CURED,0,0,0,0,0,0,0,4660,0
13,Age_10_19,DEAD,0,0,0,0,0,0,0,0,0
13,Age_20_29,HEALTHY,2184136,1716,0,0,0,0,0,0,0
13,Age_20_29,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0,6903,698,0,0,0,0,237,0
13,Age_20_29,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0,0,1010,258,0,0,0,241,0
13,Age_20_29,INFECTED_SYMPTOMS_MILD,0,0,0,1377,0,0,0,110,0
13,Age_20_29,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,0,0,0,0,0
13,Age_20_29,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0,0,0,0
13,Age_20_29,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0,0,0
13,Age_20_29,CURED,0,0,0,0,0,0,0,5102,0
13,Age_20_29,DEAD,0,0,0,0,0,0,0,0,0
13,Age_30_39,HEALTHY,2090858,1641,0,0,0,0,0,0,0
13,Age_30_39,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0,6851,687,0,0,0,0,241,0
13,Age_30_39,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0,0,970,268,0,0,0,234,0
13,Age_30_39,INFECTED_SYMPTOMS_MILD,0,0,0,1349,0,0,0,84,0
13,Age_30_39,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,1,0,0,0,0
13,Age_30_39,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0,0,0,0
13,Age_30_39,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0,0,0
13,Age_30_39,CURED,0,0,0,0,0,0,0,5015,0
13,Age_30_39,DEAD,0,0,0,0,0,0,0,0,0
13,Age_40_49,HEALTHY,2243823,1706,0,0,0,0,0,0,0
13,Age_40_49,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0,6528,647,0,0,0,0,233,0
13,Age_40_49,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0,0,970,257,0,0,0,233,0
13,Age_40_49,INFECTED_SYMPTOMS_MILD,0,0,0,1384,0,0,0,103,0
13,Age_40_49,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,0,0,0,0,0
13,Age_40_49,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0,0,0,0
13,Age_40_49,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0,0,0
13,Age_40_49,CURED,0,0,0,0,0,0,0,5223,0
13,Age_40_49,DEAD,0,0,0,0,0,0,0,0,0
13,Age_50_59,HEALTHY,2489776,1775,0,0,0,0,0,0,0
13,Age_50_59,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0,7109,733,0,0,0,0,249,0
13,Age_50_59,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0,0,1023,259,0,0,0,227,0
13,Age_50_59,INFECTED_SYMPTOMS_MILD,0,0,0,1503,1,0,0,111,0
13,Age_50_59,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,3,0,0,0,0
13,Age_50_59,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0,0,0,0
13,Age_50_59,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0,0,0
13,Age_50_59,CURED,0,0,0,0,0,0,0,5619,0
13,Age_50_59,DEAD,0,0,0,0,0,0,0,0,0
13,Age_60_69,HEALTHY,2079358,825,0,0,0,0,0,0,0
13,Age_60_69,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0,3563,304,0,0,0,0,141,0
13,Age_60_69,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0,0,566,148,0,0,0,147,0
13,Age_60_69,INFECTED_SYMPTOMS_MILD,0,0,0,924,0,0,0,69,0
13,Age_60_69,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,7,0,0,0,0
13,Age_60_69,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0,0,0,0
13,Age_60_69,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0,0,0
13,Age_60_69,CURED,0,0,0,0,0,0,0,3861,0
13,Age_60_69,DEAD,0,0,0,0,0,0,0,0,0
13,Age_70_79,HEALTHY,1516178,421,0,0,0,0,0,0,0
13,Age_70_79,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0,1721,170,0,0,0,0,68,0
13,Age_70_79,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0,0,307,70,0,0,0,75,0
13,Age_70_79,INFECTED_SYMPTOMS_MILD,0,0,0,583,1,1,0,42,0
13,Age_70_79,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,7,0,0,0,1
13,Age_70_79,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,9,0,0,0
13,Age_70_79,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0,0,0
13,Age_70_79,CURED,0,0,0,0,0,0,0,2447,0
13,Age_70_79,DEAD,0,0,0,0,0,0,0,0,9
13,Age_80_150,HEALTHY,795846,202,0,0,0,0,0,0,0
13,Age_80_150,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0,867,98,0,0,0,0,30,0
13,Age_80_150,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0,0,133,33,0,0,0,36,0
13,Age_80_150,INFECTED_SYMPTOMS_MILD,0,0,0,290,1,5,0,13,0
13,Age_80_150,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,0,0,0,0,0
13,Age_80_150,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,25,0,0,3
13,Age_80_150,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0,0,0
13,Age_80_150,CURED,0,0,0,0,0,0,0,1221,0
13,Age_80_150,DEAD,0,0,0,0,0,0,0,0,17
14,Age_0_9,HEALTHY,1761027,2640,0,0,0,0,0,0,0
14,Age_0_9,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0,9270,963,0,0,0,0,315,0
14,Age_0_9,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0,0,1349,349,0,0,0,298,0
14,Age_0_9,INFECTED_SYMPTOMS_MILD,0,0,0,1524,0,0,0,107,0
14,Age_0_9,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,0,0,0,0,0
14,Age_0_9,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0,0,0,0
14,Age_0_9,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0,0,0
14,Age_0_9,CURED,0,0,0,0,0,0,0,5662,0
14,Age_0_9,DEAD,0,0,0,0,0,0,0,0,0
14,Age_10_19,HEALTHY,1990255,1897,0,0,0,0,0,0,0
14,Age_10_19,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0,7074,700,0,0,0,0,254,0
14,Age_10_19,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,0,0,1008,244,0,0,0,259,0
14,Age_10_19,INFECTED_SYMPTOMS_MILD,0,0,0,1342,0,0,0,97,0
14,Age_10_19,INFECTED_SYMPTOMS_SEVERE_ICpossible,0,0,0,0,0,0,0,0,0
14,Age_10_19,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,0,0,0,0,0,0,0,0,0
14,Age_10_19,INFECTED_SYMPTOMS_SEVERE_QUEUE,0,0,0,0,0,0,0,0,0
14,Age_10_19,CURED,0,0,0,0,0,0,0,5204,0
14,Age_10_19,DEAD,0,0,0,0,0,0,0,0,0
14,Age_20_29,HEALTHY,2182115,2021,0,0,0,0,0,0,0
14,Age_20_29,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,0,7664,694,0,0,0,0,261,0
